rank,arab,exchange_art_url,score
3783,ArabPunkz #224,https://exchange.art/single/G7ytRcku7aMzoc8KCuwyj2LoUWnfzMKgYnSdHvwRQkW7,0.00004055686217743946%
3784,ArabPunkz #2922,https://exchange.art/single/ERdTTb38JY8XthpTjizQt5iMpm4EHMryZmMAbgagZaZ5,0.00004058899716229190%
3785,ArabPunkz #352,https://exchange.art/single/ENqTECikBtr7F2ifMxxHM6cD7Pz5uzdyqxV2TBcsPHgU,0.00004059048333951896%
3786,ArabPunkz #3117,https://exchange.art/single/4sxc58pq15eZnBZVRYFVHUHhrRwZi2duwPmLM71Wxmz7,0.00004059627854797240%
3787,ArabPunkz #4300,https://exchange.art/single/AYs4PgvvKzbf8MH9SinC3F2JQZz2ha1iuiR5LWjXqiDz,0.00004059977072944477%
3788,ArabPunkz #1285,https://exchange.art/single/3CBMSUTyAFXS8pYHmHtRy65hVvWs9yy25i6HJE9MbLkD,0.00004061088979385605%
3789,ArabPunkz #1951,https://exchange.art/single/GauGm8u889iwn1WDVMKHcsuyRghN7YmbpCxEzE7oJJJG,0.00004061661496914445%
3790,ArabPunkz #950,https://exchange.art/single/FQ52i5gjXR3mdY7KunWPrcHuRF7d3ZwGWTLEyucu2gkc,0.00004062187519270630%
3791,ArabPunkz #834,https://exchange.art/single/C7QqWWVT3pvKQWsoDXAWvCRiwKWdv2JVWomqV4rJANLH,0.00004073742449901381%
3792,ArabPunkz #4013,https://exchange.art/single/2EB7miJeqBcSHNBpPDhENUcsSjcq15L56rX8LhEH8zkU,0.00004075964648832665%
3793,ArabPunkz #4325,https://exchange.art/single/BAsgwoCYUU6MNZMtNisTFtnUVek1ygXYHKNajkWAtMuH,0.00004077847384446952%
3794,ArabPunkz #4608,https://exchange.art/single/4W5XfDojB6hcUxSWxKShwKSBfSqU8tGBDHZ1K7GtJbCF,0.00004080441224800437%
3795,ArabPunkz #397,https://exchange.art/single/5j1yxcSwVRMWE1YLtehivnfcn4nZX2kNAKTKfSyL657X,0.00004082275238540184%
3796,ArabPunkz #607,https://exchange.art/single/GjQLFYkEPEkdNpuUEnepR8He13TrqCt6DGThZQvUWiTb,0.00004083099815214218%
3797,ArabPunkz #3738,https://exchange.art/single/B91CBvjCpWLUh8yHdGCYNFMohqR2si2jFGLanbHWot6T,0.00004083370943436587%
3798,ArabPunkz #1602,https://exchange.art/single/CbyDdcZwHqaL79HgpgUpTQ5XRweiZ64k7nfNo7Ron6LK,0.00004087002848985983%
3799,ArabPunkz #566,https://exchange.art/single/8rxo1hEV1nzx43iZLXMZeP94o6muRQkg7UXULQPGPoi4,0.00004090449242467466%
3800,ArabPunkz #3323,https://exchange.art/single/HaQ7eSyKcvwDCPiRK7wgDum4mhJrT9475h1R5MDgMtNk,0.00004092017404592286%
3801,ArabPunkz #2822,https://exchange.art/single/Am9f8bEqkR5Ymg7u4tsR8G9Tr8x61Y9UXcSEA3xLAwnA,0.00004093820510349389%
3802,ArabPunkz #1190,https://exchange.art/single/ddb4qSoeaXjVBzeEqywrjs3n7k2e7849QXtMeMWpZ4K,0.00004098784519390721%
3803,ArabPunkz #3141,https://exchange.art/single/CBNGvc8oRkoUnPvUnvc3VsAYynbKKLJydBMPGaJAjALT,0.00004104055392882934%
3804,ArabPunkz #4111,https://exchange.art/single/J6SS71bDRrUrQahf9wktu2EJoLTUdgW4vdCCwPmQK5Tn,0.00004107709703900045%
3805,ArabPunkz #2240,https://exchange.art/single/3S5V1i3SvwdJUohqDqVfsHWTbpB2T84CTYyJe6FaUP2a,0.00004112254596379764%
3806,ArabPunkz #3564,https://exchange.art/single/8fjBTUMTf8YUg3aUGe1i2kjARZD2RwAbVaLoQBZZqGfX,0.00004113380570919062%
3807,ArabPunkz #4938,https://exchange.art/single/Emyos2jQ21vxsSm2Apjk3UV8KYsRCqRke3DVSsQDb2EL,0.00004113974493057777%
3808,ArabPunkz #3620,https://exchange.art/single/H3FnmqadQynea3RPEjXH5azCXxXcgPQYjqMJLgneaNX5,0.00004117760838057461%
3809,ArabPunkz #4994,https://exchange.art/single/GUivhMPL2FjWqEh4uLtfRciX2o7a6bj326i27CsWahYo,0.00004119546987232260%
3810,ArabPunkz #4247,https://exchange.art/single/4trfrNZLGeqz8mGC57D2GX5117iuPQ81oHpkV5QoZy2E,0.00004121295822856830%
3811,ArabPunkz #3963,https://exchange.art/single/246emHgMxVRTr2jHLED73yqtqEjRXdqTzAwpfgLZ7snE,0.00004138261573859024%
3812,ArabPunkz #3098,https://exchange.art/single/EZ5KSdGrVj8DS9tyMsuYqGRSCu9VZHKuyexMCWwnZYNU,0.00004140705516514918%
3813,ArabPunkz #1380,https://exchange.art/single/6tbytEfszewrN2Pr4tqnizXEJziFfsMfi7czDExUQETd,0.00004143100064025014%
3814,ArabPunkz #75,https://exchange.art/single/F3FRfRxzqrUCEPNweQ7scrgim5av9GsmS2EGxoL5aeA5,0.00004146039178313354%
3815,ArabPunkz #4866,https://exchange.art/single/4yC5WKkXZ9CBfABJNCcyMBxXkiPAosQNixiPhcev8oNw,0.00004151006567495023%
3816,ArabPunkz #2825,https://exchange.art/single/4mkebkoxbALgwKfvm2rRpdWBrWFpU2K8y1Ba1K1vxwyb,0.00004167975374755016%
3817,ArabPunkz #4779,https://exchange.art/single/Hca9R6krZE7rBhaLyt21pQ1QmaQAPyp8Kzneqwjzok8B,0.00004168744049776962%
3818,ArabPunkz #1224,https://exchange.art/single/G4qbwzeKEToq9fRV9wBw8bnyeR3BHFRt3vDCHd2pzpYd,0.00004168810013345993%
3819,ArabPunkz #3459,https://exchange.art/single/7L6uSpDKpmiRJSWqfRLfafXAEiR5jZrTSgNYENtMpThR,0.00004169969110461070%
3820,ArabPunkz #497,https://exchange.art/single/kYzbZByHgHWmgTaBpe4j6Na6EtWPr1AwXrktyNSsvmW,0.00004186817415971785%
3821,ArabPunkz #4737,https://exchange.art/single/CGKmucep4BqcCj1KkWGEaeezhvzTuYwgYExvEm1QrAP3,0.00004189535986678508%
3822,ArabPunkz #1987,https://exchange.art/single/DUNE5bQEbVKd1rjc5dEFb4yApdsA5X5F1X5BPQPW994b,0.00004190814154563336%
3823,ArabPunkz #110,https://exchange.art/single/5wE6GovEBCLsW1trapuR1xhp2QcWNv14QUMm5SB6tRhj,0.00004195039370375255%
3824,ArabPunkz #3291,https://exchange.art/single/DjhgDfCvLkt1stPh5ZeDcNg9nrB3rrJMu378sD6ezsbV,0.00004197041968951541%
3825,ArabPunkz #3913,https://exchange.art/single/G464SiefMHCEysDpdKt6EPRVG7tiz3YKkxiGPfiKxuzb,0.00004200811559206013%
3826,ArabPunkz #4230,https://exchange.art/single/CiGvD4xHiw6y1LWc2EgaZRMpPBCJ1YvS1KrtqihPMFCU,0.00004201598976999453%
3827,ArabPunkz #244,https://exchange.art/single/BWFG5q4v6GCziTsfKnw7tNsa6RJzFcT9fmP8FQCCykDq,0.00004201660078970440%
3828,ArabPunkz #3850,https://exchange.art/single/9vgw2hANfgfXk6ZFUMDMqoiLrs7dSSCjWE6uoF6QB8q9,0.00004206842461542758%
3829,ArabPunkz #1830,https://exchange.art/single/EZhyLeLzvNi36ayo2WEXuSbMNJBLJfotuYvYrMeYhonV,0.00004211993263497424%
3830,ArabPunkz #1262,https://exchange.art/single/2ppKPR8saf9VDcbbtmqHNAc1QJ4gzMHzh5Tr8PB6tK19,0.00004216627824798833%
3831,ArabPunkz #1483,https://exchange.art/single/ZDUMFYPu8CVgYvqyDqxXL8sPBDytKFSjKruvasYKjQ2,0.00004220013721603177%
3832,ArabPunkz #3446,https://exchange.art/single/6SU4dY9rt1FSax4Urp4CGkqpcYjfL3ntj5xvfX4uc4tS,0.00004222984613502152%
3833,ArabPunkz #211,https://exchange.art/single/7oJAwLziGxppUMEfEsGkk6jDbt8R4gFneUab3kxq66Y7,0.00004226652584567133%
3834,ArabPunkz #1458,https://exchange.art/single/BjwDnwQ3jqnVnmgfVLC547SWKcP9TrN5tbao6xPs28Nh,0.00004227641031750397%
3835,ArabPunkz #285,https://exchange.art/single/GmFnVy6YQPD1U4S5uogicFvam9CVjAjyUMbJwwNCuMn2,0.00004238518660209359%
3836,ArabPunkz #2854,https://exchange.art/single/GmyLxocTFeag8ifPxmf9NmT6jgaLsHmrazx7GxrZnLrV,0.00004242075783245188%
3837,ArabPunkz #2830,https://exchange.art/single/8TUkRuWtnpVM5h15aZ8GypG3EDBCzkZJFDGsmcLrwVk7,0.00004251537804234695%
3838,ArabPunkz #405,https://exchange.art/single/2A3wxF9nAR8hqtJLnVRSdgoiA4qn4iFMoSgbLKek7rKg,0.00004255568938540145%
3839,ArabPunkz #2048,https://exchange.art/single/A38RXRcn6HB1nqbQTXGYB8y6c6QxnbfdhyfVSsrhWncy,0.00004257863411121391%
3840,ArabPunkz #851,https://exchange.art/single/9sLY2GsnAH3aTpY6b5RFLf6vG2yqgwTAGi1gRyrJp51Q,0.00004260890743094646%
3841,ArabPunkz #3728,https://exchange.art/single/D77AsrQakkWgdRd9983pjoN42xwDcVBnxCYyep2VQoVg,0.00004261791127157209%
3842,ArabPunkz #2368,https://exchange.art/single/8LDrSMhjvRQThNiddAv9joHiWoPgmSgHU9qNxhTSBaxm,0.00004266427001479675%
3843,ArabPunkz #2214,https://exchange.art/single/BnQT379kyPzdcm6ABuXLQ4sgoitNz48bXtoGHuYtFiu3,0.00004280304140994011%
3844,ArabPunkz #4600,https://exchange.art/single/CDyAYKsLJEYa2mtSjK5sTwRSvjfeaJgKsnhasQch2V2i,0.00004283016105039196%
3845,ArabPunkz #2915,https://exchange.art/single/2QCeTZiqbwe9Thyt3f4wQLswppQGHXAB3pLjVaAvLKuc,0.00004283119346302007%
3846,ArabPunkz #3694,https://exchange.art/single/8fi5yrJ2rXZ5vfnds2pGZDxGmxSUJDqqUhcD63aW4ebA,0.00004289235403140539%
3847,ArabPunkz #2799,https://exchange.art/single/7WexWYdr3wAFsTofYmouByHaK3FS4gfn8WkidXZDnZDm,0.00004292027305911323%
3848,ArabPunkz #689,https://exchange.art/single/3R5URjc6KzKxf5Jz384VPgC4E4UoBAhaSHvzD3mDv88d,0.00004292175505155892%
3849,ArabPunkz #3814,https://exchange.art/single/8gdYykWdu6terZEyzX4B9SSvR6BxSFMJfDRLchPbbH3z,0.00004302349430777159%
3850,ArabPunkz #4097,https://exchange.art/single/EzmCpmfqJSJ7wPg731YmbY1R7bbVnAb22RMzwvGFp8Pu,0.00004307762162766449%
3851,ArabPunkz #3972,https://exchange.art/single/6XKcL1khs6PvLrAyPGf7mPHmpyJTjxDXjX79YTY76o3E,0.00004310908211203388%
3852,ArabPunkz #3989,https://exchange.art/single/7X9xfrhAPcHzMz9NX8D6y61zrx9QLyQixPP99wQHwK2i,0.00004312502100977711%
3853,ArabPunkz #2486,https://exchange.art/single/HuArr3PBniUHEam7HDjKMwfMFkjXGHcPK3THSfwo2q1Q,0.00004316850003651024%
3854,ArabPunkz #1776,https://exchange.art/single/J9XVDoG3PdcQhfzcMfLeXKyZDxfYpdKsBuUHGCH1mkZ9,0.00004326918486120923%
3855,ArabPunkz #3247,https://exchange.art/single/BhZo6Gi2YMbgwP66AcVGi3pKPnrkRFBCw1axfLN4WJ5w,0.00004328995819137130%
3856,ArabPunkz #546,https://exchange.art/single/BfrwDfH2enC8ZiS8pvvPbCujhVgji6jpN6BqDx6xuGC2,0.00004331803358839047%
3857,ArabPunkz #1583,https://exchange.art/single/5jh88EdVswPZFVisc6UWT2WkVzeYJUMEVC3odQgc3HHP,0.00004338057694379030%
3858,ArabPunkz #2916,https://exchange.art/single/548b6g3jtZL7PNYGX5fmi56ubQ6obSZej94Zm4nL7CYT,0.00004339421305329732%
3859,ArabPunkz #4122,https://exchange.art/single/31q2rAfpQkiTB5j7Ekr6UXbo6UeazoBwpJLBBMbDLv3D,0.00004342242285267436%
3860,ArabPunkz #2338,https://exchange.art/single/EmcYtSXsRG3HqHr8qKSRZNNVJ1aAyDBQcyvr45SD761v,0.00004353145098164889%
3861,ArabPunkz #3787,https://exchange.art/single/2AB73ww2X9rsoZ3ry9yz97ieEqg2gfVoFCPpXnTC1yW2,0.00004353334176252235%
3862,ArabPunkz #2560,https://exchange.art/single/Hy1Dvc6YMokJUFHi1VJH7jYUMnsWMMaAy6Y2BDdTbpj5,0.00004356926123132558%
3863,ArabPunkz #2603,https://exchange.art/single/7Qy1cxgHwBwwV9xdUfrJsHM19JMeHk8bCTWPmbziPh3c,0.00004364556490536663%
3864,ArabPunkz #4691,https://exchange.art/single/GrH8Pt3Nc5kBaGkBG5axxWfPUxPzLd2uMfj9NDZgrkKL,0.00004364660364880916%
3865,ArabPunkz #3619,https://exchange.art/single/6JBqKbnZqby3ficgXbYqtoTVB4XBo9husKUnsFbzTMap,0.00004372739834574881%
3866,ArabPunkz #28,https://exchange.art/single/36sg7J5L1igtRGs6nWbeZBY74cAFZjjMNe6EYQDe5Nc2,0.00004377865790869752%
3867,ArabPunkz #2836,https://exchange.art/single/7xMufvP4Cg1XxH8iFUgb2rhfAy6XMSEpfvuYnEdm7Jbr,0.00004388317024825275%
3868,ArabPunkz #1220,https://exchange.art/single/84tbVQGEQemF7WZY3yS5JxVgjC5eEggY1ZMUCDb5GRNy,0.00004398903761664665%
3869,ArabPunkz #1837,https://exchange.art/single/DZ9cke46PMdFLaWk94pD5jx2gmCkyiTex7pP2oy1V6xe,0.00004408774898037470%
3870,ArabPunkz #831,https://exchange.art/single/2mFpvWX3vWy1BJPj1NVi8uEKbPZm21GjFDah8PWWBAGJ,0.00004412418495830640%
3871,ArabPunkz #1232,https://exchange.art/single/4gNuuAUrn6X5n4iuncGrq1qurCY7Y1vWGuqf4uxtPEon,0.00004429319338934457%
3872,ArabPunkz #3836,https://exchange.art/single/HworBj9KjPxDbzZHnEjZ9VtTqMBMjwQezzFoKLXu98pg,0.00004434025273858405%
3873,ArabPunkz #3299,https://exchange.art/single/9NQAd7NnM4ZU5rhsfTu8SyjMFtyebhtZAWk6uin9GGu,0.00004435708470519207%
3874,ArabPunkz #1929,https://exchange.art/single/2sn74gZzHLc3xjgaZTXNYdvuFeZNWyfE6RkwRrgUPzAp,0.00004444065864948694%
3875,ArabPunkz #2529,https://exchange.art/single/DWo2Q6kB6aySEdT1ki3aeYvUxzf3s44vHssHxoDTKviq,0.00004444610084088797%
3876,ArabPunkz #2554,https://exchange.art/single/FME374vZiGo3vaNtdhK25hyesCRRF7SfAQQagYdoyYgR,0.00004445098084671119%
3877,ArabPunkz #3336,https://exchange.art/single/CnGhCMvwmhVFM759ocDcV6TGgk7fpN2knaa1FzA38aou,0.00004448175209238768%
3878,ArabPunkz #2231,https://exchange.art/single/3JktMTJigM6e1xb2eedzf6EgGRMz85XXJHF1VwtCNiox,0.00004453646289507119%
3879,ArabPunkz #2536,https://exchange.art/single/ELEc29i6gWsXc1WAxns3UdpZXb8xKFiCcZgcL5rhmJgG,0.00004453968153438313%
3880,ArabPunkz #718,https://exchange.art/single/93STzfToC9tuZK7DDZo3XevXQ2GWsgCBMw7wYnAFaasi,0.00004456346140673168%
3881,ArabPunkz #1055,https://exchange.art/single/GNbqfnaFB9NW24MjkmksLFSu9exSsj1YnGZAxPt5iMVA,0.00004457429295143831%
3882,ArabPunkz #62,https://exchange.art/single/FM1oNGKywLkjS4zhkDEmM2ySmnZn3wwD5jZwMFKhAbWm,0.00004461902984987362%
3883,ArabPunkz #2148,https://exchange.art/single/GqoNxihKUmsYBqW188weXwBMosezTDecSD1F87DKUm4K,0.00004472419096189349%
3884,ArabPunkz #3898,https://exchange.art/single/fKq4hkRkBK3wtg4r72SLcxgfdsHrhKobpxifENY6yG4,0.00004477654243328978%
3885,ArabPunkz #3714,https://exchange.art/single/CFjfLza91GZCk4WbSnuhzXkFTTAddBxSrcpR6HVJn2Lp,0.00004478957681017832%
3886,ArabPunkz #3174,https://exchange.art/single/BqLD1iHwXQwLaErXwHgXirM6BHAVLR1C6h3fzBoaR1c8,0.00004486115944039478%
3887,ArabPunkz #1501,https://exchange.art/single/C3uUtvsFqo3CQFWmr9UrvqSmcHHJqWLdT4pVJwMEWTe9,0.00004493605174475697%
3888,ArabPunkz #1418,https://exchange.art/single/GBECCaRmndqVBEnaKsTT7y4nitsrp2ZXGtpYNS7sH5gp,0.00004496772320160374%
3889,ArabPunkz #1150,https://exchange.art/single/BmZKiCsCTMC8NZixHQ2Yz3S9L4GqgWCNwnLbHXi5mB1t,0.00004497747084873607%
3890,ArabPunkz #1121,https://exchange.art/single/BALPp6CWqnjCjTjvEveQAUXegY3DBTCZH3rxo4EfXM3r,0.00004512230134974902%
3891,ArabPunkz #3994,https://exchange.art/single/a4csZReMomytSKzwvyZ5xg3MQ1T8eCYbKpC9UcjXfLa,0.00004512610300167296%
3892,ArabPunkz #3682,https://exchange.art/single/5GhH8BmwmNC2uhp6xZtt6MuiK5RzQEGzg8qYFe2sHUYu,0.00004518016803093779%
3893,ArabPunkz #4257,https://exchange.art/single/2Rmfkq5JwW521BxJNqMC3vETEGNmc5Coa7XsPPn3jxxd,0.00004522297187948678%
3894,ArabPunkz #58,https://exchange.art/single/8kCXXvtZTGvwMVF5513ecgyLwDHN4Wk7saookgw2g9A,0.00004522917560536483%
3895,ArabPunkz #4076,https://exchange.art/single/Hchm6dgWCLW4dPHKPteZrojKN9DxVfyL6v9YHEGnPRxw,0.00004523515732674525%
3896,ArabPunkz #1737,https://exchange.art/single/BfQvVGiny6cwv1ND81ufFvjVbTd73MHxfY3j41PYNfPW,0.00004525744268230014%
3897,ArabPunkz #2864,https://exchange.art/single/Bff52QbXasfHYWa38oximnWQgb8sX59B99qJMoDrAAL1,0.00004528701324437875%
3898,ArabPunkz #142,https://exchange.art/single/5me9yCEqW61GSGWSkjxduQKpuj3iLMEtytFYDc5CyMDr,0.00004541866512442538%
3899,ArabPunkz #1748,https://exchange.art/single/5TQGCywSgK5mgxauN6QhJdhPB4JX8w5cbEFsiJvs9rcD,0.00004543048763019283%
3900,ArabPunkz #3007,https://exchange.art/single/F1rqmBJPLKpvi4UXYvU6LrRsHDcAJAkdokaK8532Vsc6,0.00004546167133000584%
3901,ArabPunkz #1429,https://exchange.art/single/9St3pckC4stWwv4CLseXT6GmjEoqAobFuXLE87gfzZeG,0.00004546513129128735%
3902,ArabPunkz #323,https://exchange.art/single/He2Do58VbW1QNb5w2NALtSLhy7Y8CxSUUViQSAFm9r73,0.00004548923071356983%
3903,ArabPunkz #2803,https://exchange.art/single/DvMTf476GPMaUqAiYdiPvz1nJeoJ6g56gbEJJPMkCDY2,0.00004550637634551995%
3904,ArabPunkz #4297,https://exchange.art/single/5hfET3smwVUwdCx1vznupSyhJi9S5dNK1ej8RHD7M5C1,0.00004553424501226243%
3905,ArabPunkz #636,https://exchange.art/single/8PmWZeb4ApeuXS3peDecu6h2UjkW57WhtkH9mfEANw5Q,0.00004555353132110575%
3906,ArabPunkz #4199,https://exchange.art/single/ERA24YEUMPdaSfbN7JmaXXRtcF5v483q4TEbY4L2vT8u,0.00004568640469928660%
3907,ArabPunkz #1477,https://exchange.art/single/B7SVM6M9BennVLtPdL2mfKErv6q8BWt7dW4qE3PrmjGa,0.00004575195622081620%
3908,ArabPunkz #1653,https://exchange.art/single/5LTBrCGgqMULCN9iEZmyw1ruumYSRqfQAXAkAi5z3BZR,0.00004577392151771709%
3909,ArabPunkz #4746,https://exchange.art/single/6LsLVaAvp6xP2ThzJqWBz7MLoh5RvUpMFJRgi4PQ5Pzm,0.00004582104532486323%
3910,ArabPunkz #2631,https://exchange.art/single/CXZFtqCzkFBtVKZ5DtAg2ohGbuKHqcHinCXpzL6fvYYD,0.00004587612341002065%
3911,ArabPunkz #3014,https://exchange.art/single/E4A5jFSWrgs9Hqez5Mkkhosc6T8nH8MUcPvM75Ch5gYp,0.00004589284515939107%
3912,ArabPunkz #2678,https://exchange.art/single/Gauv3Jv8VRfJViqNX77Aknm9WwbxKy26teiGg3k5ZBMw,0.00004591462490925380%
3913,ArabPunkz #2533,https://exchange.art/single/5hr1RgCPXwrG7dqp9iSFr2tBNFuS7RcKRhDEQ2Nn9erX,0.00004597741661520692%
3914,ArabPunkz #1801,https://exchange.art/single/6AScF6br38kNSQdSZY7ssQ9gkEkZ7B2arbDfkiCSUjpG,0.00004602474366048656%
3915,ArabPunkz #1807,https://exchange.art/single/AyzCatgmdzgA2yjhEnQbQcGJcQzMxCQgC8Q99LMk1SLS,0.00004606473587588014%
3916,ArabPunkz #4494,https://exchange.art/single/ESXpVXesk8XuB1fWK77Yn9zMcySazfYYxYZHxeqE8TTz,0.00004615056603893811%
3917,ArabPunkz #4136,https://exchange.art/single/2RA2ivfXbwfCaC6aUWT4czKM2Vy5VmCERY5smhzt4d2b,0.00004622837365910469%
3918,ArabPunkz #2837,https://exchange.art/single/Dxxo2zG7UogMBzzJrfiNWMRhafBrm8eUBA8UauuTFiDA,0.00004628347389746001%
3919,ArabPunkz #2657,https://exchange.art/single/H3yacLD1oKfG8FQDMQFqtNptYYyPfEfCH6BLctEjWwP9,0.00004632139899482858%
3920,ArabPunkz #2979,https://exchange.art/single/CWag1Vqzy4ob6X7mYagb54RppsTHhCmWriP4k95Yv7Y7,0.00004633756244178362%
3921,ArabPunkz #3026,https://exchange.art/single/AgATsvHhRdqMB3zGK6Asq6BqL5tiJqUzLwHwcPjwdLHz,0.00004640163332437885%
3922,ArabPunkz #2566,https://exchange.art/single/3tggj6arRpww66LeW4MMTs1f8NCUeijDa4YJFaVZPEjf,0.00004640193841418423%
3923,ArabPunkz #2826,https://exchange.art/single/C2wRZsdWuwHHsUqSFa6PUds5t2mrnHbZd1EjfsbqqKon,0.00004641287739915756%
3924,ArabPunkz #88,https://exchange.art/single/4mNgPbYGVZBbYKfnLhTeYmKhP4xRRKwaxCoPzBLGz48P,0.00004645787734483555%
3925,ArabPunkz #52,https://exchange.art/single/bWmd4Aaafo6Zf5JxYSp54y2itUPFWnVpm36QHrr7f6H,0.00004650209088417310%
3926,ArabPunkz #1366,https://exchange.art/single/8eXcoSSzdzqaHmtfijin63VGkG6CCdFcVUJkfSM1skii,0.00004655776587394337%
3927,ArabPunkz #3037,https://exchange.art/single/GgYwS5oMEX3Rabgp9zH6dh6ThUgb8XoB5DqmFAKHQ2bz,0.00004659784733826054%
3928,ArabPunkz #1171,https://exchange.art/single/5te6UjUcP22SYM6yRwQcXvboguiNYTq1K6FyNA3SB5sU,0.00004661683060179972%
3929,ArabPunkz #4541,https://exchange.art/single/FnfKvqtfBUEdokwF8RqP9NH5XNhPussnFnnre4wJwtZN,0.00004661968692762299%
3930,ArabPunkz #4742,https://exchange.art/single/4677nMfr1Gjs2A2N4H9DhAZ3h1FL6cwwapjj9BhMJ9Vp,0.00004663792735708124%
3931,ArabPunkz #581,https://exchange.art/single/C644uMR7VkezCMezsqPs1kioCGy3UB1d2ePukwsMbd5p,0.00004673655155642514%
3932,ArabPunkz #4974,https://exchange.art/single/2y5nzr7SrEnizyU4GnJ6H1DqSX8UR8jXExkhLeMnaXqm,0.00004678529445201172%
3933,ArabPunkz #2798,https://exchange.art/single/4Tov9Ty6X37oPrzhmbdP9XAo7JAZtFJQvdnZQ3zaLbji,0.00004682773713175675%
3934,ArabPunkz #178,https://exchange.art/single/AEzMnda88HD3tnRoHmVCZuq3nanirQyxECTAMWjN6C3M,0.00004685641501615957%
3935,ArabPunkz #4900,https://exchange.art/single/Hu3mfUS7tuTdrGx1igF7QEwLGjT9DtGswgX3NuRBpP2S,0.00004686288722716356%
3936,ArabPunkz #3977,https://exchange.art/single/8AwQ6WrUm6BerHef1uzPyqUHY5CGmNDJCb5yQQ71SxQ8,0.00004691136915906193%
3937,ArabPunkz #3891,https://exchange.art/single/6JGugsSrLq2NEZ8n2QVMAq6gD3tC49jXF5mSYEckkoJ6,0.00004706359859265905%
3938,ArabPunkz #2360,https://exchange.art/single/BSakbd3NPAH6iQhfQkfaxgbZPQhmCqJXVe2G3Tf1PBZg,0.00004709846927230985%
3939,ArabPunkz #3751,https://exchange.art/single/CP9oPWuuoDZCLW5X7mhD6RznwuivGCesGGshPkBoUSdp,0.00004710177092797193%
3940,ArabPunkz #3669,https://exchange.art/single/5qb6DHMCTEsJ4WKLKXcns9nVCiEdNyscnuNdsStfCWNC,0.00004714590373605746%
3941,ArabPunkz #1984,https://exchange.art/single/v9fQJsKjRrm8D23gaRKz7acBGQYAq8XWAaSzPS4czTB,0.00004721905865153343%
3942,ArabPunkz #4589,https://exchange.art/single/4HVWfFHbEzRTjFhMTv9N6Wn6wR8evcVjmJqDdU6xUEaX,0.00004724884880924282%
3943,ArabPunkz #2937,https://exchange.art/single/CC6Hkxb5aRSErP9niNhGTe2TmCND32V9eeeJPDMvRFmN,0.00004728058780082438%
3944,ArabPunkz #2202,https://exchange.art/single/ECxCWHEw125SMrhArMwxHrg6o2GH7QuqqkUFF8apiFKQ,0.00004730308425651310%
3945,ArabPunkz #559,https://exchange.art/single/BxXJa9UzSbsFhQtotxtJd8MH6Wbbzp1ahUSLwsUsbvNM,0.00004733704742859639%
3946,ArabPunkz #1373,https://exchange.art/single/BW233aiaQoWKQMAUdAe6q9VRD2SkhZRW52CU6S2Sv14W,0.00004738498999119155%
3947,ArabPunkz #1928,https://exchange.art/single/CUDAz24VvPp4LeQvSjbvAcxYbupt7MFk2syv7jAcge6B,0.00004747353386158614%
3948,ArabPunkz #4947,https://exchange.art/single/G18NBgKdiwVn5sWyK5ZeWKJey1iag1pFUyMvLwsH7x62,0.00004747790679599694%
3949,ArabPunkz #1397,https://exchange.art/single/4kQzgMpB8RmM2P2cGPmhMj9J2Nyn7DkMnXeiiaFxLjvV,0.00004750796486627464%
3950,ArabPunkz #1286,https://exchange.art/single/yHL4dnfLtKQG9x3UGswoUiYjVnWsX5idFbWdGcJqJ7W,0.00004757290818138241%
3951,ArabPunkz #399,https://exchange.art/single/HyYXDUnKuiU3oveJ6R2A9hFcc4aU5TsvyHmgWu9Z7W1p,0.00004758784417534772%
3952,ArabPunkz #1548,https://exchange.art/single/HUgQP84zi9qh4Hr4zEqrgibux97gg6UFQ9u4byaob12r,0.00004761621193092705%
3953,ArabPunkz #4887,https://exchange.art/single/49hBWx9WPY9TYWnvXYLqHqh3YCqT5Vrczh9uKrEkVgJx,0.00004766791446186930%
3954,ArabPunkz #1239,https://exchange.art/single/7MBMVc9XxmBKZLz7P1oVXnz8XK6ojsSMgmRF4gBnqkjN,0.00004767554665356183%
3955,ArabPunkz #2034,https://exchange.art/single/JCnWuj3SVFbWM8o3WiEMNwyLsLkRzZkGMGaDuwVHKV4s,0.00004768902847428907%
3956,ArabPunkz #354,https://exchange.art/single/7P8TfZ2fZrmYeRCN7udH57KfkrapDB5t1PGHHnb5wZUb,0.00004775642326406568%
3957,ArabPunkz #2188,https://exchange.art/single/6A5QzHDdhBDE2Zum7xyyymGD6BZc6j2fKFnmLZR56A3T,0.00004781496594164751%
3958,ArabPunkz #978,https://exchange.art/single/9FKHWJmhBccD78NGcr5MAS5U8N4spwhMubde1PEWb5FT,0.00004790912003279396%
3959,ArabPunkz #1013,https://exchange.art/single/5EPn4cpt3m4QnHE1E5WU8uF8p65oaagEvArknMw73NEY,0.00004793717893183022%
3960,ArabPunkz #4260,https://exchange.art/single/EtDSqPfHu16LGRxm2eW1MMB9k5LcpLDAhBeyHNAAU7nA,0.00004797117880076080%
3961,ArabPunkz #3347,https://exchange.art/single/A1eDoTM2svq1KZhqkA5LAFZjbrZ4xFxhL887Z3xHtPo3,0.00004807690128533067%
3962,ArabPunkz #2898,https://exchange.art/single/4WHEqBsbs1mUjq9RGzvRaCTCVqAF5XkPtcXLkqLLhrAv,0.00004813103487258587%
